"","-6","9","23","72","100","129"
"9",0.958333333333333,1,1,0.416666666666667,0.833333333333333,1
"23",0.5,0.644444444444444,0.638888888888889,0.277777777777778,0.666666666666667,0.638888888888889
"72",0.666666666666667,0.85,0.6875,0.291666666666667,0.583333333333333,0.5625
"129",0.35,0.42,0.375,0.125,0.1,0.375
"166",0.78125,0.85,0.84375,0.375,0.625,0.875
