"Microbe","Identifier","Replicate","Virus","Limitation","-125","-124","-118","-115","-112","-110","-108","-105","-103","-101","-98","-96","-89","-74","-68","-62","-55","-48","-46","-45","-41","-39","-34","-32","-27","-24","-19","-17","-13","-11","-6","0","2","4","7","9","11","14","16","18","21","23","25","28","30","32","35","37","39","42","44","46","49","51","53","56","58","60","63","65","67","70","72","74","77","79","81","84","86","88","91","93","95","98","100","102","105","107","109","112","114","117","119","121","125","129","131","135","144","146","149","156","158","160","166"
"Syn","NL1"," 1","Control","N","70773932.5","38526488.1","851344.287","539841.027","743493.63","1441829.083","1974078.4425","28209983.3833333","22618271.3","26575734.1","59156232.3","99769204.5","32864573.5","21599518.5","97124365.5","196648677.5","166330986","159816845.5","149629317.5","123621734","76896245","109222055","111768937","27183067.5","62839415.5","138119370","84634848","91344902.5","100797753","41925596","49786645.25","93622402.75","20448523.75","21746454","21868900.25","18053475.1","27604282.6","17305736.6666667","7751663.93333333","5557427.13333333","6752502.53333333","5211312.4","4264394.73333333","8587563.66666667","9906717.93333333","36231029.0666667","10370381.0666667","15104969.4","14249478.2666667","17880417.7333333","24450067.2","23352948.8","25436167.6666667","18415916","14478044.6","8372058.26666667","10050388.2","13385824.05","8047167.55","16189026.8666667","5069274.75","10530377.5","14384985.45","13273173.5","15851891.525","11801369.575","13525412.775","14610286.55","14056829.5","16057601.225","7870844.95","8318508.44","9141347.24","8428220.28","8216633.16","8818089.14","7809132.04","9972022.6","13273173.5","11202362.52","11764635.7","6724748.05","9343138.66","8404710.6","8046187.98","15443900.62","7883089.575","18707338.075","11524641.05","9347546.725","10586702.775","21106672.34375","2234644.0625","10770168.0729167","22299911.05"
"Syn","NL2"," 2","Infect","N","84272407.1","41994165.9","3367075.961","2042036.11125","1505435.82833333","2084688.22166667","2251664.09125","30143001.5166667","16865746.475","122730325.3","64945491","93597913.5","177547062.5","8110839.6","53347382.2","118332056","106479259","120683024","193220182.5","170494158.5","121417701.5","79492105.5","101532430.5","84291998.5","201938355.5","59361942","115295389","34382907","67688287","32717638","42390891.75","17215942.75","9599786","6576179.93333333","7826764.3","5740280.2","4678426.32","2777080.95","649781.433333333","1624686.81428571","1310524.72142857","93339.0271428572","218150.239","619088.24","1031737.79767442","754004.151351352","587609.625675676","1419582.25405405","726205.543243243","490049.748648649","175263.605405405","187551.817073171","290339.991860465","140028.275641026","344858.874358974","397228.193589744","949203.33","1108016.11625","2469618.41625","1496415.62125","1796951.19571429","953121.61","3387353.06","3066054.1","5031561.305","20585663.55","17061170.69","13887503.8285714","78199073.1","69005808.65","54571844.7","44851245.0666667","43153323.7333333","84902597.1333333","56521189","42957409.7333333","29772397.5333333","25116174.8","28877723.6","26696547.7333333","28094067.6","53190651","37155090.1","24058239.2","23640289.3333333","23783959.6","20564439.5333333","39052190.6666667","27493264.6666667","18807744","17351449.9333333","33006066.9444444","12884066.5277778","24040280.4166667","20629744.2"
"Phage","NL2"," 2","Infect","N","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2102120.50533333","32876397.0117143","90504453.8868889","212132408.739333","308949211.042727","572397140.081","573074216.267647","439955081.057143","554770148.4","365786749.0225","127846069.455","146960746.0425","245734725.99","307227677.8025","274303017.82","187797993.0775","137981293.32","217095309.782","100735827.374","131461558.67","118105981.023333","40327522.326","28354918.696","77898128.2857143","287444093.374286","109088990.434667","45430696.4475","123570139.587143","123570139.587143","22488850.9485714","1422487.56","1446195.686","125257932.366667","182048772.5225","16704350.4441667","14150787.70625","24577423.9533333","3962643.91714286","20380521.1721429","38620537.254","46823548.85","127278767.868571","41082795.4828572","49194361.45","64762697.5233333","179391486.733333","114095356.375","177858361.252","169953394.668571","291271262.285714","156781837.238","129754573.598","222808968.148","84519469.19","97227024.726","86273870.514","130821439.268","181367163.9","157137459.128","NaN","NaN","NaN","NaN"
"Syn","NL3"," 3","Infect","N","137071230.1","47430779.4","1803584.284","1229850.135","2348845.59833333","3536002.8075","15877850.13","66855652.5","76288911.6","205983979.6","217131486.2","157661791.5","114560711.5","105695603","234704972","138854047.5","209481044.5","206444377.5","70529040","153008834","39721563.5","101434473.5","117401464.5","125091089","192779376","57892587","253218845","168339104.5","113532163","88455171","81083906.75","29485057","22353787.4","47166295.5","4597448.53333333","5890480.93333333","5505183.4","1399385.71428571","621581.690909091","484887.15","643017.735714286","479989.3","1103387.648","2445202.634","1149514.00465116","569871.466216216","662533.493243243","356930.81875","439122.8640625","444479.8875","300299.428125","868909.2015625","743248.7375","1826898.05","2234399.17","2329335.82916667","7209022.96875","9158979.5","13918710.13","11583415.25","8293284.5125","5735382.35","14102542.7666667","17505895.47","18093637.47","23209686.6875","22727248.4625","18848326.1857143","41768864.8","50140923.0666667","36276742.3333333","35083299.55","28603444","40608074.35","80035766.85","75270158.8","40012169.2666667","39770542","24959443.6","17273084.3333333","19175082.75","29960148.45","22726024","13738469.25","9000289.16","9282405.32","18200410.6","14279681.675","14015197.775","14669060.75","11833205.6","6918213.125","12691043.6197917","15935869.2447917","17710625.6"
"Phage","NL3"," 3","Infect","N","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2362909.89133333","26620838.6228571","99152651.4044445","431590628.412667","591334544.544545","710579952.472","851690718.424","634056895.494286","860706580.054286","887928589.015","257440613.2025","443253050.7275","940323547.475","716400297.405","719393448.3125","461982470.2675","488654112.0175","421008901.508","263089074.222","350382394.154","310766115.608","173140444.178","136392848.878","168818791.495714","127857923.518","117544888.708","82929049.0708333","104695084.416","74782203.1542857","6282653.39","79896384.62","70753938.53125","68501666.56125","110851953.026389","52024518.99125","41150532.9857143","45243007.1166667","66935942.4066667","97183559.8283333","76004300.6016667","84262631.1583333","160128634.358333","146476705.136667","125155197.154","156070593.458","561906294.326","583901508.2225","307583299.6925","240795533.073333","536435864.293333","276258938.215","237436881.89","222698330.226667","184093598.39","163072393.336667","214795621.56","392646080.103333","214795621.56","261895765.213333","NaN","NaN","NaN","NaN"
"Syn","NL4"," 4","Control","N","99710430.3","53729414.5","1383642.625","1235727.555","1640779.75","2690715.52833333","2403497.44125","38949335.8166667","36873463.725","47763833.2","111377109","405688915.5","508200916","36954278.25","12783388.5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Syn","NL5"," 5","Infect","N","91472246.6","49987457.1","863001.17","737224.382","819312.348","2087365.713","2407538.1675","27166741.3333333","24503943.55","45040628.6","132036240.3","111083238","74937105","31787046.5","36684896.5","156388350.5","92177537","103834420","65288340.5","279569278","73516728.5","84830762","125091089","78708449.5","261055405","221382820","139098940","232941746","105156839.5","83410385.5","28529976.25","35533901.75","23186421.9","9103470.53333334","16894317.2666667","4022767.46666667","2217746.48","1834244.825","475091.45","1309125.33571429","706689.785714286","134480.967142857","613602.648","1036189.146","830128.623255814","299165.972972973","291885.385135135","199434.3296875","117089.2265625","217648.209375","238923.2453125","508304.9953125","1744093.7734375","1982061.938","938183.1675","5210904.24583333","10987714.24375","14036258.53","18726439.69","9395300.7625","7659012.9375","12110283.9714286","12060139.3166667","19595318.28","16934806.16","24616594.1","19110186.2375","18375508.7375","41119899.675","54986529.3333333","35542064.8333333","34378009.15","19895066.7","61115372.3","22059916.4","18063270.8","8688785.9","5113355.4","4809688.7","3484003.96666667","5204781.93333333","11477295.1666667","7332081.45","18799580.9166667","11265055","7714113.75","11460969","9021839.7","18717623.56","16941663.15","37879971.9","119732024.791667","28580995.5208333","NaN","182017166.933333"
"Phage","NL5"," 5","Infect","N","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2299688.222","31735020.0885714","80533869.7857778","509424406.070667","541202634.475455","700895183.001","789496401.217333","914930451.091429","837591157.204286","963024078.12","347620397.475","790991988.8325","1029347560.605","890566118.0325","817811806.37","507798423.7625","559393232.97","615225869.7","355574473.748","448344370.786","294360092.416","360482055.83","161642003.068","341380080.024286","74883809.4085714","83294549.3466667","61008910.9066667","66636768.4357143","66636768.4357143","37170954.6928571","157659037.9","107008320.138571","128413371.041429","122604880.171429","106618829.497143","86206393.54","94792990.4566667","87127363.05","85191199.4266667","88786931.87","177178728.306667","143374891.985","132805019.143333","102798434.336","301282865.208","473451276.22","344330894.9925","156710712.86","110124245.27","208512968.17","166121521.763889","207031210.295","137566401.115","171291210.35","128112785.8725","151228208.7225","310428274.8125","294929087.44","378381690.96","NaN","NaN","NaN","NaN"
"Syn","PL1"," 1","Control","P","89434741","65846695.4","2179739.164","2898547.63","1788368.29666667","1161280.235","721575.75125","1902129.026","1285489.711","7825294.945","12990077.77","44805531.8","104324205","104324205","125238024.5","136111251.5","110348560.5","106430280.5","84683826.5","69255599","19738335.5","20228120.5","103344635","69206620.5","111524044.5","46970381.5","143458026.5","82871622","32962530.5","24342314.5","24244357.5","51721296","18979168.75","19517932.25","8767151.5","14438861.8","25366944.72","28825479.8666667","32195200.6666667","17011865.6666667","19676296.0666667","28479365.1333333","40462771.4666667","42003961.6","25841056.6","20753823.0666667","23927629.8666667","28198555.0666667","18997127.5333333","20538317.6666667","24476189.0666667","27160210.8666667","15973521.4666667","30719315.2","42689660.6","118390830.2","84713213.6","30464627","23362744.5","52132715.4","45902650.2","11578517.4","10106713.475","30219734.5","9269181.125","7299020.9625","8060636.6375","17143563.4111111","16041683.2125","10298545.9333333","8541850.4","7859824.7875","12760531.8666667","13148278.325","11996059.1125","14203765","14262539.2","15589856.55","14708243.55","22192158.35","28152841.8","23348050.95","34108627.4","24704755.4","20428932.35","13145829.4","14666611.825","22135833.075","24707204.325","37752627.8","35166563","33359800.5555556","19889862.734375","42427625.625","42781087.1333333"
"Syn","PL2"," 2","Infect","P","93548935","38967294.6","78561.514","111670.98","18024.088","57990.544","13028.281","74349.363","150363.995","1038670.72333333","3046952.485","15531082.35","38546079.5","37493041.75","103932377","304597291.5","177449105.5","88063343","180191901.5","174265503","203799538.5","132927649","155016952.5","200420022","169563567","77581944","140813187.5","58088501","73761621","21893389.5","53753903.75","120266706.75","42190079.9","24645981.2","20747292.6","11794022.8","16801584.64","11723003.975","12790735.275","13250316.8666667","6776991.78333333","7139106.16","5406472.88461538","9073078.74615385","9327013.43076923","6645252.17692308","7767990.1","8361006.70769231","3524191.45384615","2967343.58461538","2044852.375","2323417.59375","2852385.39375","4453370.1125","13357661.4125","1214666.8","2792754.07","1230339.92","929367.0375","4874340.32","3168908.95","934019.995","853858.516666667","1345509.36428571","533559.534375","496641.99","498181.314285714","1378967.40454545","1354700.78409091","1164129.89318182","2080695.73181818","823328.585","846437.531818182","922510.0475","1080710.6025","1160790.45","1555067.375","1644759.253125","1280175.54375","2053729.728125","2983840.18928571","5362096.21071429","5266658.105","5496612.1625","10084673.15","7149636.5375","11992385.725","5194169.925","34520046.8","153895344.85","46176929.8","47794852.9166667","37458348.6458333","85778700.0520833","74192631.8"
"Phage","PL2"," 2","Infect","P","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2102120.50533333","24957882.9277143","130218199.173111","210947002.439333","152723437.123636","97120338.159","71524452.62625","179847054.644706","187085006.052941","134804404.436","104256484.085","262389684.505","28540936.3","659870094.66","253093363.56","268084194","176884172.801818","43622951.84","34681601.4628571","101583080.929474","147851360.512632","160914953.870667","130457914.669333","117434250.786667","191172167.438571","183825784.374074","97282343.6866667","210900715.145714","210900715.145714","360177237.067143","162976431.874286","77728784.5285714","213313863.685","149153747.6975","160948540.3825","81403544.0585714","77723139.7366667","155446279.473333","108543703.536667","29160994.98","125574040.713333","215230270.536667","91276285.1","219110500.492","239778059.3325","280230049.32","319704079.11","61700397.915","166976331.418","233050878.58","113265571.965","287698109.01","70223469.212","83002149.126","99716377.956","156592172.23","174610347.99","187442371.1875","237940679.5675","NaN","NaN","NaN","NaN"
"Syn","PL3"," 3","Control","P","74173040.4","53719618.8","1062833.45","1611025.31125","661087.30375","227162.283","213252.389","885139.452","24792916.7","54033081.2","136552058","110691410","102365065","92667322","126021680.5","151539479","108977162.5","41190918.5","17534303","8571237.5","18856722.5","21942368","28064680.5","30366670","68569900","10236506.5","14154786.5","16554733","8669194.5","8032474","6710054.5","9599786","7959006.25","7098617.26666667","7967169.33333333","16868195.4","15986582.4","9972022.6","13256847.3333333","5746810.66666667","5857828.6","4832545.33333333","9586725.06666667","5544366.2","9312445.46666667","6406387.8","7921456.06666667","7758194.4","10474868.5333333","12016058.6666667","31816433.6","NaN","11232402.6666667","7359835.93333333","1959140","1724043.2","10077816.16","6259452.3","8155736.55833333","4304230.58","5207394.12","1688778.68","2488107.8","592639.85","4722751.8625","3148705.31875","4062766.575","9706994.49444445","11601782.1875","4459220.32222222","4577857.13333333","2978981.21111111","4870911.825","3990523.2875","4486430.6","7531668.8375","9232447.25","8012882.6","12412784.5166667","10148345.2","11978508.4833333","20652600.8333333","17561241.175","41078267.95","NaN","19121206.4","20517093.65","15374351.15","12847060.55","13366232.65","14524574.175","14800690.46875","11986977.6822917","10214058.0208333","14306619.85"
